age,workclass,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
55,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,-10,-3,45,United-States,<=50K
59,Self-emp-not-inc,5th-6th,7,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,-7,-1,40,Poland,<=50K
28,Local-gov,11th,7,Never-married,Adm-clerical,Own-child,White,Female,-16,-1,40,United-States,<=50K
36,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,-27,1,40,China,>50K
50,Private,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,34,-1,40,United-States,<=50K
39,Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,25,-3,40,Mexico,<=50K
52,Federal-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,5,-2,49,United-States,>50K
26,Private,HS-grad,9,Never-married,Other-service,Unmarried,Black,Male,2729,1,40,Vietnam,<=50K
37,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,-42,0,50,Columbia,<=50K
47,Private,HS-grad,9,Widowed,Sales,Unmarried,White,Female,16,1,40,United-States,<=50K
33,Private,Masters,14,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,41,-1,40,United-States,<=50K
36,Local-gov,Assoc-voc,11,Widowed,Exec-managerial,Unmarried,White,Female,2,0,40,United-States,<=50K
50,Self-emp-not-inc,Bachelors,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,-22,2,50,United-States,>50K
24,Self-emp-not-inc,Some-college,10,Divorced,Farming-fishing,Unmarried,White,Male,26,1,40,United-States,<=50K
34,State-gov,5th-6th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,39,0,40,Puerto-Rico,<=50K
43,Private,HS-grad,9,Married-civ-spouse,Other-service,Unmarried,Black,Male,-1,-1,59,United-States,<=50K
28,Private,HS-grad,9,Married-AF-spouse,Machine-op-inspct,Husband,White,Male,28,-1,40,United-States,<=50K
47,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,14722,4,45,United-States,>50K
84,Federal-gov,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,-67,0,35,United-States,<=50K
40,Private,Bachelors,14,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,17,1,36,Canada,<=50K
60,Private,Masters,14,Widowed,Exec-managerial,Not-in-family,White,Female,-65,1857,50,United-States,<=50K
31,Federal-gov,Bachelors,13,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Male,-13,0,49,United-States,<=50K
56,Private,Masters,13,Married-civ-spouse,Prof-specialty,Husband,Black,Female,-1,0,60,Scotland,<=50K
63,Self-emp-not-inc,Assoc-voc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,-7,1,40,United-States,>50K
20,Private,Some-college,10,Never-married,Other-service,Not-in-family,Black,Male,2,0,23,United-States,<=50K
30,Private,Assoc-voc,13,Never-married,Craft-repair,Not-in-family,White,Male,7,-1,40,United-States,<=50K
49,Private,Assoc-acdm,14,Divorced,Exec-managerial,Not-in-family,White,Female,-13,-2,40,United-States,<=50K
54,State-gov,Some-college,10,Never-married,Sales,Own-child,White,Male,-10,1791,50,United-States,<=50K
25,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,-34,-1,29,United-States,<=50K
55,Private,Bachelors,11,Married-civ-spouse,Exec-managerial,Husband,Black,Female,16,-2,40,United-States,>50K
19,Private,11th,7,Never-married,Farming-fishing,Own-child,White,Male,2753,-1,49,United-States,<=50K
62,Private,5th-6th,7,Married-civ-spouse,Protective-serv,Husband,White,Male,-28,2,40,Jamaica,<=50K
19,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,-3,-1,15,United-States,<=50K
38,Without-pay,Doctorate,12,Married-civ-spouse,Sales,Husband,White,Female,-15,0,58,United-States,<=50K
22,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,3281,0,50,United-States,<=50K
20,Private,Assoc-voc,7,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Male,-26,-1,19,United-States,<=50K
46,Private,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,-52,2,18,United-States,<=50K
49,Private,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,40,1,57,United-States,<=50K
21,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,-21,0,40,United-States,<=50K
32,Private,10th,10,Married-civ-spouse,Other-service,Husband,White,Male,-18,1,40,United-States,<=50K
27,Private,Bachelors,7,Never-married,Handlers-cleaners,Own-child,White,Male,5,1,40,United-States,<=50K
44,Private,Masters,10,Never-married,Prof-specialty,Not-in-family,White,Female,-13,-1,16,Puerto-Rico,<=50K
21,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,-15,1,40,United-States,<=50K
30,Local-gov,Some-college,10,Never-married,Craft-repair,Husband,White,Male,-38,4,40,United-States,<=50K
23,Private,Some-college,10,Separated,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,-64,0,40,United-States,<=50K
57,Private,10th,6,Married-civ-spouse,Other-service,Husband,White,Male,-143,1,40,China,<=50K
39,Private,Doctorate,9,Married-civ-spouse,Protective-serv,Not-in-family,White,Male,-46,-1,40,United-States,<=50K
37,Private,5th-6th,6,Married-civ-spouse,Other-service,Husband,White,Male,-86,-1,40,England,<=50K
21,Private,HS-grad,9,Never-married,Transport-moving,Own-child,Black,Female,-64,-3,40,United-States,<=50K
61,Private,9th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,-66,0,40,El-Salvador,<=50K
24,Private,HS-grad,9,Married-civ-spouse,Other-service,Not-in-family,Asian-Pac-Islander,Female,-27,1,40,Poland,<=50K
46,Local-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,14709,0,49,United-States,>50K
27,State-gov,Masters,10,Divorced,Sales,Not-in-family,Black,Female,5,-2,36,United-States,<=50K
17,Private,12th,10,Never-married,Craft-repair,Own-child,White,Male,-63,0,12,United-States,<=50K
35,Private,HS-grad,13,Separated,Other-service,Not-in-family,Asian-Pac-Islander,Female,-61,-1,40,England,<=50K
61,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,-39,0,35,United-States,<=50K
37,Private,Prof-school,10,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,78,0,40,Philippines,<=50K
46,Without-pay,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,-26,1,44,United-States,>50K
50,Local-gov,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,-22,1,50,United-States,<=50K
42,State-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,-75,0,40,United-States,>50K
48,Private,11th,6,Married-civ-spouse,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,2,40,Germany,<=50K
39,Private,10th,4,Married-civ-spouse,Other-service,Other-relative,White,Male,-57,1,40,Cambodia,<=50K
21,Federal-gov,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,-25,-4,40,United-States,>50K
46,Private,Masters,14,Separated,Prof-specialty,Unmarried,White,Female,20,-1,49,Philippines,<=50K
35,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,-34,1,40,United-States,<=50K
66,Private,9th,4,Married-civ-spouse,Other-service,Husband,White,Male,7,-4,40,Mexico,<=50K
21,Self-emp-not-inc,Some-college,10,Never-married,Sales,Own-child,White,Male,-32,-1,21,United-States,<=50K
44,Private,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Female,3,1,64,United-States,<=50K
23,Self-emp-not-inc,Some-college,10,Divorced,Sales,Not-in-family,White,Female,-26,-2,23,United-States,<=50K
38,Private,Some-college,10,Married-spouse-absent,Transport-moving,Own-child,White,Male,-46,0,40,United-States,<=50K
42,Private,Masters,10,Divorced,Sales,Unmarried,White,Male,-21,-1,40,United-States,<=50K
18,Private,Bachelors,9,Never-married,Sales,Not-in-family,White,Male,0,-3,31,United-States,<=50K
36,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,-30,-2,40,United-States,>50K
44,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,-13,1,40,United-States,>50K
39,Private,Assoc-acdm,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,-21,1,40,United-States,>50K
43,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,-1,2,40,United-States,<=50K
49,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,Other,Female,30,4,55,United-States,>50K
51,Private,Masters,14,Widowed,Exec-managerial,Not-in-family,White,Female,7,-2,60,United-States,<=50K
27,Private,11th,7,Never-married,Handlers-cleaners,Not-in-family,White,Female,-39,0,15,United-States,<=50K
52,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Other-relative,White,Female,34,0,40,Dominican-Republic,<=50K
29,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,5,0,30,United-States,<=50K
32,Private,Assoc-voc,10,Married-civ-spouse,Other-service,Wife,White,Female,-28,-2,40,United-States,>50K
47,State-gov,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,30,1,40,United-States,<=50K
20,Private,11th,7,Never-married,Sales,Own-child,White,Male,-12,0,23,United-States,<=50K
47,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,-26,1,40,United-States,<=50K
51,Private,Assoc-acdm,11,Divorced,Prof-specialty,Not-in-family,White,Female,33,0,50,United-States,<=50K
43,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,-1,49,United-States,<=50K
37,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,26,3,49,United-States,>50K
54,Private,Masters,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,11,1,61,United-States,>50K
29,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,-8,-1,40,United-States,<=50K
51,Private,Bachelors,11,Married-civ-spouse,Transport-moving,Husband,White,Male,-67,-1,40,United-States,>50K
39,Private,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,2762,-2,58,United-States,<=50K
59,State-gov,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,9,0,40,United-States,<=50K
38,Private,Some-college,10,Separated,Exec-managerial,Unmarried,White,Female,31,-2,56,United-States,<=50K
34,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,-45,-1,40,United-States,>50K
33,Private,11th,12,Never-married,Handlers-cleaners,Unmarried,Black,Female,-15,0,13,United-States,<=50K
24,State-gov,HS-grad,7,Never-married,Adm-clerical,Not-in-family,Black,Female,-21,1,40,United-States,<=50K
22,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,-29,1,50,United-States,<=50K
44,Self-emp-not-inc,Some-college,10,Never-married,Transport-moving,Husband,White,Male,-12,1,50,United-States,<=50K
39,Private,10th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,-14,1,40,Cuba,<=50K
25,Private,11th,6,Married-spouse-absent,Other-service,Not-in-family,Black,Male,28,0,36,Guatemala,<=50K
42,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,24,1,40,United-States,>50K
75,State-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,-47,2,40,United-States,<=50K
61,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,-19,1,59,China,<=50K
32,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,-9,0,40,United-States,<=50K
17,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,1,0,40,United-States,>50K
35,Local-gov,Some-college,10,Separated,Exec-managerial,Unmarried,White,Female,-60,-2,40,United-States,<=50K
53,Self-emp-not-inc,7th-8th,14,Divorced,Prof-specialty,Unmarried,White,Male,54,0,58,United-States,<=50K
27,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,14,0,30,United-States,<=50K
30,Private,12th,8,Never-married,Sales,Not-in-family,White,Male,1,2,40,Mexico,<=50K
35,Private,11th,12,Never-married,Handlers-cleaners,Husband,White,Male,-41,0,40,United-States,<=50K
33,Local-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,26,0,40,United-States,<=50K
31,Private,Masters,10,Never-married,Prof-specialty,Own-child,White,Female,21,-1,59,United-States,<=50K
50,Private,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Female,-40,1,40,United-States,<=50K
41,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,8,-1,40,United-States,<=50K
23,Private,Some-college,10,Married-civ-spouse,Sales,Own-child,White,Male,-10,1,40,United-States,<=50K
37,Self-emp-not-inc,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,-10,0,36,United-States,<=50K
64,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,-56,2,40,Taiwan,>50K
24,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,-24,0,50,United-States,>50K
61,Private,HS-grad,9,Married-spouse-absent,Other-service,Husband,Other,Male,-36,2,40,Mexico,<=50K
38,Private,10th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,16,1,34,Guatemala,<=50K
40,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Male,61,-1,40,El-Salvador,<=50K
25,Private,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,2,50,United-States,<=50K
69,Private,Assoc-voc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,31,1,40,United-States,>50K
47,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,6843,0,37,United-States,>50K
25,Private,Some-college,14,Never-married,Sales,Not-in-family,White,Female,50,0,40,United-States,<=50K
45,Private,HS-grad,11,Never-married,Adm-clerical,Own-child,White,Female,-19,0,40,United-States,<=50K
48,Private,Assoc-voc,12,Never-married,Prof-specialty,Not-in-family,Black,Female,19,0,21,United-States,<=50K
57,Private,11th,12,Married-civ-spouse,Tech-support,Husband,Black,Male,19,2,49,Mexico,<=50K
27,Private,HS-grad,9,Never-married,Machine-op-inspct,Husband,White,Male,1,0,40,United-States,<=50K
40,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,66,-1,40,United-States,<=50K
26,Private,11th,7,Never-married,Sales,Own-child,White,Male,-36,-1,40,United-States,<=50K
61,Private,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,-40,0,40,Scotland,<=50K
53,Federal-gov,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,6,-1,40,United-States,>50K
26,Local-gov,Assoc-voc,7,Divorced,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Male,-16,-1,49,United-States,<=50K
31,Local-gov,Bachelors,13,Separated,Prof-specialty,Husband,Asian-Pac-Islander,Male,-29,-1,40,United-States,<=50K
36,Private,10th,7,Separated,Machine-op-inspct,Not-in-family,White,Male,-36,-1,40,India,<=50K
27,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,-4,2,40,United-States,<=50K
32,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,-24,0,40,India,>50K
36,Federal-gov,Assoc-acdm,13,Never-married,Other-service,Husband,Amer-Indian-Eskimo,Male,-38,2,40,United-States,<=50K
59,Self-emp-not-inc,Assoc-acdm,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,6894,1,69,United-States,<=50K
20,Private,7th-8th,7,Never-married,Sales,Not-in-family,Other,Female,41,1,23,United-States,<=50K
42,Federal-gov,Some-college,10,Married-civ-spouse,Sales,Wife,White,Male,-26,1,40,United-States,>50K
68,Private,10th,6,Married-civ-spouse,Other-service,Other-relative,White,Male,-49,1,40,Mexico,<=50K
20,Private,11th,4,Never-married,Other-service,Other-relative,White,Male,-13,-3,14,Guatemala,<=50K
25,Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,-18,-1,40,United-States,<=50K
50,Private,5th-6th,7,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,19,1,40,Mexico,<=50K
45,Private,Some-college,10,Divorced,Priv-house-serv,Not-in-family,White,Male,12,-1,40,United-States,<=50K
35,Local-gov,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,-56,0,40,United-States,<=50K
47,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,-15,0,40,United-States,<=50K
27,Private,HS-grad,12,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,-13,2,36,United-States,<=50K
69,Private,Masters,12,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,26,0,40,Taiwan,<=50K
23,Private,Bachelors,13,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,-16,-1,40,United-States,<=50K
34,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Black,Male,-19,1,40,Dominican-Republic,<=50K
47,Private,HS-grad,5,Married-civ-spouse,Machine-op-inspct,Other-relative,Other,Male,-44,-2,40,Mexico,<=50K
28,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,-32,2,49,United-States,<=50K
42,Self-emp-not-inc,HS-grad,9,Divorced,Transport-moving,Husband,White,Female,2102,1,61,United-States,<=50K
39,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,-37,2,40,United-States,>50K
21,Private,Some-college,7,Never-married,Sales,Own-child,White,Female,-16,1,21,United-States,<=50K
72,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,-1,-1,36,United-States,<=50K
57,Private,Bachelors,15,Married-civ-spouse,Craft-repair,Husband,White,Male,-11,1,49,United-States,>50K
29,Private,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,-63,1,40,United-States,<=50K
35,State-gov,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,17,1,40,United-States,<=50K
67,Private,Preschool,10,Never-married,Adm-clerical,Not-in-family,Black,Female,28,3,14,United-States,<=50K
43,Private,HS-grad,3,Married-civ-spouse,Other-service,Husband,White,Male,-44,-1,40,Mexico,<=50K
43,Local-gov,Assoc-voc,12,Widowed,Adm-clerical,Wife,White,Female,2,0,35,United-States,>50K
39,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,-11,-3,34,United-States,>50K
35,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,-8,0,40,United-States,<=50K
60,Private,11th,8,Never-married,Other-service,Own-child,White,Female,-31,3,40,United-States,<=50K
46,Private,12th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,6,-1,40,United-States,<=50K
24,State-gov,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,-43,-3,40,United-States,<=50K
41,Private,Masters,14,Never-married,Craft-repair,Not-in-family,White,Female,-17,1841,40,United-States,<=50K
48,Private,10th,5,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,-34,-2,40,Mexico,<=50K
64,Private,7th-8th,3,Married-spouse-absent,Other-service,Not-in-family,White,Female,61,3,16,United-States,<=50K
18,Private,HS-grad,7,Never-married,Machine-op-inspct,Not-in-family,White,Female,69,-1,40,Nicaragua,<=50K
44,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,14993,1,64,United-States,>50K
36,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-9,1884,40,United-States,<=50K
54,Private,HS-grad,9,Widowed,Sales,Other-relative,White,Female,-37,-2,36,United-States,<=50K
41,Private,Some-college,10,Never-married,Exec-managerial,Own-child,Amer-Indian-Eskimo,Male,12,-3,40,United-States,<=50K
34,Private,5th-6th,4,Divorced,Farming-fishing,Other-relative,White,Male,-30,2,30,United-States,<=50K
39,Federal-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,-15,-1,40,United-States,>50K
44,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,7248,1,40,United-States,>50K
